,0,1,2,3,4
1145,دانش,d ɒː n e ʃ,دانش,CANNNNNNOT,d A n e S
1146,دانش,d ɒː n ɪ ʃ,دانش,CANNNNNNOT,d A n i S
1147,دانش,d ɔː n i ʃ,دانش,CANNNNNNOT,d A n i S
1148,دانشجو,d uː n e ʃ d ʒ uː j,دانشجو,CANNNNNNOT,d A n e S j A y
1149,دانشجو,d ɑː n i ʃ d ʒ uː j,دانشجو,CANNNNNNOT,d A n i S j A y
1150,دانشجو,d ɒː n e ʃ d ʒ uː j,دانشجو,CANNNNNNOT,d A n e S j A y
1151,دانشجو,d ɒː n ɪ ʃ d ʒ uː j,دانشجو,CANNNNNNOT,d A n i S j A y
1152,دانشجو,d ɔː n i ʃ d ʒ ɵː j,دانشجو,CANNNNNNOT,d A n i S j ɵː y
1153,دانشمند,d ɒː n e ʃ m æ n d,دانشمند,CANNNNNNOT,d A n e S m a n d
1154,داوود,d ɒː v uː d,داوود,CANNNNNNOT,d A v A d
1155,داوود,d ɒː w uː d,داوود,CANNNNNNOT,d A w A d
1156,دبیرستان,d a b i ɾ i s tʰ ɔː n,دبیرستان,CANNNNNNOT,d a b i r i s t A n
1157,دبیرستان,d a b iː ɾ i s tʰ ɑː n,دبیرستان,CANNNNNNOT,d a b i r i s t A n
1158,دبیرستان,d a b iː ɾ ɪ s tʰ ɒː n,دبیرستان,CANNNNNNOT,d a b i r i s t A n
1159,دبیرستان,d e b iː ɾ e s tʰ uː n,دبیرستان,CANNNNNNOT,d e b i r e s t A n
1160,دبیرستان,d æ b iː ɾ e s tʰ ɒː n,دبیرستان,CANNNNNNOT,d a b i r e s t A n
1161,دختر,d o x d e ɾ,دختر,CANNNNNNOT,d o x d e r
1162,دختر,d o x tʰ e ɾ,دختر,CANNNNNNOT,d o x t e r
1163,دختر,d o x tʰ æ ɾ,دختر,CANNNNNNOT,d o x t a r
1164,در,d e ɾ,در,CANNNNNNOT,d e r
1165,در,d o r,در,CANNNNNNOT,d o r
1166,در,d æ ɾ,در,CANNNNNNOT,d a r
1167,درخت,d æ ɾ æ x t,درخت,CANNNNNNOT,d a r a x t
1168,درد,d a ɾ d,درد,CANNNNNNOT,d a r d
1169,درد,d o ɾ d,درد,CANNNNNNOT,d o r d
1170,درد,d u ɾ d,درد,CANNNNNNOT,d u r d
1171,درد,d æ ɾ d,درد,CANNNNNNOT,d a r d
1172,درد,d ʊ ɾ d,درد,CANNNNNNOT,d ʊ r d
1173,دردمند,d æ ɾ d m æ n d,دردمند,CANNNNNNOT,d a r d m a n d
1174,درزی,d æ ɾ z iː,درزی,CANNNNNNOT,d a r z i
1175,درست,d ɾ o s t,درست,CANNNNNNOT,d r o s t
1176,درشت,d o ɾ o ʃ t,درشت,CANNNNNNOT,d o r o S t
1177,درشت,d ɾ o ʃ t,درشت,CANNNNNNOT,d r o S t
1178,درنگ,d e ɾ æ ŋ,درنگ,CANNNNNNOT,d e r a ŋ
1179,درنگ,d i ɾ a ŋ,درنگ,CANNNNNNOT,d i r a ŋ
1180,درنگ,d ɪ ɾ a ŋ,درنگ,CANNNNNNOT,d i r a ŋ
1181,درها,d æ ɾ h ɒː,درها,CANNNNNNOT,d a r h A
1182,درود,d o ɾ uː d,درود,CANNNNNNOT,d o r A d
1183,درود,d æ ɾ oː d,درود,CANNNNNNOT,d a r oː d
1184,درودن,d o ɾ uː d æ n,درودن,CANNNNNNOT,d o r A d a n
1185,دروغ,d o ɾ uː ɣ,دروغ,CANNNNNNOT,d o r A q
1186,دروغ,d u ɾ oː ɣ,دروغ,CANNNNNNOT,d u r oː q
1187,دروغ,d u ɾ ɵː ɣ,دروغ,CANNNNNNOT,d u r ɵː q
1188,دروغ,d ʊ ɾ oː ɣ,دروغ,CANNNNNNOT,d ʊ r oː q
1189,دروغ‌ها,d o ɾ uː ɣ h ɒː,دروغها,CANNNNNNOT,d o r A q h A
1190,درگاه,d æ ɾ ɡ ɒː h,درگاه,CANNNNNNOT,d a r ɡ A h
1191,دری,d a ɾ iː,دری,CANNNNNNOT,d a r i
1192,دری,d æ ɾ iː,دری,CANNNNNNOT,d a r i
1193,دریا,d æ ɾ j ɒː,دریا,CANNNNNNOT,d a r y A
1194,دریدن,d æ ɾ i d æ n,دریدن,CANNNNNNOT,d a r i d a n
1195,دس,d æ s,دس,CANNNNNNOT,d a s
1196,دست,d æ s t,دست,CANNNNNNOT,d a s t
1197,دستار,d a s t ɒː ɾ,دستار,CANNNNNNOT,d a s t A r
1198,دستگاه,d æ s t ɡ ɒː h,دستگاه,CANNNNNNOT,d a s t ɡ A h
1199,دعا,d o ɒː,دعا,CANNNNNNOT,d o A
1200,دعا,d o ʔ ɒː,دعا,CANNNNNNOT,d o A
1201,دعا,d u ʔ ɑː,دعا,CANNNNNNOT,d u A
1202,دعا,d u ʔ ɔː,دعا,CANNNNNNOT,d u A
1203,دعا,d ʊ ʔ ɒː,دعا,CANNNNNNOT,d ʊ A
1204,دعوت,d æ ʔ v æ t,دعوت,CANNNNNNOT,d a v a t
1205,دفتر,d æ f t æ r,دفتر,CANNNNNNOT,d a f t a r
1206,دقیقه,d a q i q a,دقیقه,CANNNNNNOT,d a q i q a
1207,دقیقه,d a q iː q a,دقیقه,CANNNNNNOT,d a q i q a
1208,دقیقه,d e ɣ iː ɣ e,دقیقه,CANNNNNNOT,d e q i q e
1209,دقیقه,d æ ɣ iː ɣ e,دقیقه,CANNNNNNOT,d a q i q e
1210,دل,d e l,دل,CANNNNNNOT,d e l
1211,دل,d i l,دل,CANNNNNNOT,d i l
1212,دل,d ɪ l,دل,CANNNNNNOT,d i l
1213,دلسوز,d̪ i l s oː z,دلسوز,CANNNNNNOT,d̪ i l s oː z
1214,دلفین,d o l f iː n,دلفین,CANNNNNNOT,d o l f i n
1215,دلفین,d æ l f iː n,دلفین,CANNNNNNOT,d a l f i n
1216,دلگیر,d e l ɡ iː ɾ,دلگیر,CANNNNNNOT,d e l ɡ i r
1217,دلگیر,d i l ɡ i ɾ,دلگیر,CANNNNNNOT,d i l ɡ i r
1218,دلگیر,d i l ɡ iː ɾ,دلگیر,CANNNNNNOT,d i l ɡ i r
1219,دلگیر,d ɪ l ɡ iː ɾ,دلگیر,CANNNNNNOT,d i l ɡ i r
1220,دلگیری,d e l ɡ iː ɾ iː,دلگیری,CANNNNNNOT,d e l ɡ i r i
1221,دلگیری,d i l ɡ i ɾ iː,دلگیری,CANNNNNNOT,d i l ɡ i r i
1222,دلگیری,d i l ɡ iː ɾ iː,دلگیری,CANNNNNNOT,d i l ɡ i r i
1223,دلگیری,d ɪ l ɡ iː ɾ iː,دلگیری,CANNNNNNOT,d i l ɡ i r i
1224,دم,d o m,دم,CANNNNNNOT,d o m
1225,دم,d æ m,دم,CANNNNNNOT,d a m
1226,دندان,d e n d ɒː n,دندان,CANNNNNNOT,d e n d A n
1227,دندان,d æ n d ɒː n,دندان,CANNNNNNOT,d a n d A n
1228,دنیا,d o n j ɒː,دنیا,CANNNNNNOT,d o n y A
1229,دنیا,d u n j ɑː,دنیا,CANNNNNNOT,d u n y A
1230,دنیا,d u n j ɔː,دنیا,CANNNNNNOT,d u n y A
1231,دنیا,d ʊ n j ɒː,دنیا,CANNNNNNOT,d ʊ n y A
1232,دنیدن,d æ n iː d æ n,دنیدن,CANNNNNNOT,d a n i d a n
1233,ده,d e h,ده,CANNNNNNOT,d e h
1234,ده,d i h,ده,CANNNNNNOT,d i h
1235,ده,d ɪ h,ده,CANNNNNNOT,d i h
1236,دهقان,d e h q ɔː n,دهقان,CANNNNNNOT,d e h q A n
1237,دهقان,d e h ɣ uː n,دهقان,CANNNNNNOT,d e h q A n
1238,دهقان,d e h ɣ ɒː n,دهقان,CANNNNNNOT,d e h q A n
1239,دهقان,d i h q ɑː n,دهقان,CANNNNNNOT,d i h q A n
1240,دهقان,d ɪ h q ɒː n,دهقان,CANNNNNNOT,d i h q A n
1241,دو,d o,دو,CANNNNNNOT,d o
1242,دو,d u,دو,CANNNNNNOT,d u
1243,دو,d uː,دو,CANNNNNNOT,d A
1244,دو,d ʊ,دو,CANNNNNNOT,d ʊ
1245,دودل,d o d e l,دودل,CANNNNNNOT,d o d e l
1246,دور,d a v ɾ,دور,CANNNNNNOT,d a v r
1247,دور,d a w ɾ,دور,CANNNNNNOT,d a w r
1248,دور,d o w ɾ,دور,CANNNNNNOT,d o w r
1249,دور,d oː ɾ,دور,CANNNNNNOT,d oː r
1250,دور,d u ɾ,دور,CANNNNNNOT,d u r
1251,دور,d uː ɾ,دور,CANNNNNNOT,d A r
1252,دوزخ,d oː z a x,دوزخ,CANNNNNNOT,d oː z a x
1253,دوزخ,d uː z æ x,دوزخ,CANNNNNNOT,d A z a x
1254,دوزخ,d ɵː z a x,دوزخ,CANNNNNNOT,d ɵː z a x
1255,دوست,d oː s t,دوست,CANNNNNNOT,d oː s t
1256,دوست,d uː s t,دوست,CANNNNNNOT,d A s t
1257,دوست,d ɵː s t,دوست,CANNNNNNOT,d ɵː s t
1258,دوش,d oː ʃ,دوش,CANNNNNNOT,d oː S
1259,دوش,d uː ʃ,دوش,CANNNNNNOT,d A S
1260,دوش,d ɵː ʃ,دوش,CANNNNNNOT,d ɵː S
1261,دوغ,d oː ɣ,دوغ,CANNNNNNOT,d oː q
1262,دوغ,d uː ɣ,دوغ,CANNNNNNOT,d A q
1263,دول,d oː l,دول,CANNNNNNOT,d oː l
1264,دول,d uː l,دول,CANNNNNNOT,d A l
1265,دول,d ɵː l,دول,CANNNNNNOT,d ɵː l
1266,دویدن,d a v i d a n,دویدن,CANNNNNNOT,d a v i d a n
1267,دویدن,d a v iː d a n,دویدن,CANNNNNNOT,d a v i d a n
1268,دویدن,d a w iː d a n,دویدن,CANNNNNNOT,d a w i d a n
1269,دویدن,d e v iː d æ n,دویدن,CANNNNNNOT,d e v i d a n
1270,دویدن,d æ v iː d æ n,دویدن,CANNNNNNOT,d a v i d a n
1271,دپارتمان,d e p ɒ r tʰ e m ɒ n,دپارتمان,CANNNNNNOT,d e p ɒ r t e m ɒ n
1272,دژ,d e ʒ,دژ,CANNNNNNOT,d e ʒ
1273,دیدن,d i d a n,دیدن,CANNNNNNOT,d i d a n
1274,دیدن,d iː d a n,دیدن,CANNNNNNOT,d i d a n
1275,دیدن,d iː d æ n,دیدن,CANNNNNNOT,d i d a n
1276,دیر,d e ɾ,دیر,CANNNNNNOT,d e r
1277,دیر,d eː ɾ,دیر,CANNNNNNOT,d eː r
1278,دیر,d iː ɾ,دیر,CANNNNNNOT,d i r
1279,دیروز,d i ɾ ɵː z,دیروز,CANNNNNNOT,d i r ɵː z
1280,دیروز,d iː ɾ oː z,دیروز,CANNNNNNOT,d i r oː z
1281,دیروز,d iː ɾ uː z,دیروز,CANNNNNNOT,d i r A z
1282,دیسک,d iː s k,دیسک,CANNNNNNOT,d i s k
1283,دیسک‌ها,d iː s k h ɒː,دیسکها,CANNNNNNOT,d i s k h A
1284,دیو,d e v,دیو,CANNNNNNOT,d e v
1285,دیو,d eː v,دیو,CANNNNNNOT,d eː v
1286,دیو,d eː w,دیو,CANNNNNNOT,d eː w
1287,دیو,d iː v,دیو,CANNNNNNOT,d i v
1288,دیوانه,d e v ɔː n a,دیوانه,CANNNNNNOT,d e v A n a
1289,دیوانه,d eː v ɑː n a,دیوانه,CANNNNNNOT,d eː v A n a
1290,دیوانه,d eː w ɒː n a,دیوانه,CANNNNNNOT,d eː w A n a
1291,دیوانه,d iː v uː n e,دیوانه,CANNNNNNOT,d i v A n e
1292,دیوانه,d iː v ɒː n e,دیوانه,CANNNNNNOT,d i v A n e
1293,دیگر,d i ɡ a ɾ,دیگر,CANNNNNNOT,d i ɡ a r
1294,دیگر,d iː ɡ a ɾ,دیگر,CANNNNNNOT,d i ɡ a r
1295,دیگر,d iː ɡ æ ɾ,دیگر,CANNNNNNOT,d i ɡ a r
1296,ذ,z,ذ,CANNNNNNOT,z
1297,ذ,z ɒː l,ذ,CANNNNNNOT,z A l
1298,ذات,z ɒː t,ذات,CANNNNNNOT,z A t
1299,ذاتی,z ɒː t iː,ذاتی,CANNNNNNOT,z A t i
1300,ذرت,z o rː æ t,ذرت,CANNNNNNOT,z o rː a t
1301,ذرت,z u rː a t,ذرت,CANNNNNNOT,z u rː a t
1302,ذرت,z ʊ rː a t,ذرت,CANNNNNNOT,z ʊ rː a t
1303,ذرت,ð u rː a t,ذرت,CANNNNNNOT,ð u rː a t
1304,ذره,z a r r a,ذره,CANNNNNNOT,z a r r a
1305,ذره,z æ r r e,ذره,CANNNNNNOT,z a r r e
1306,ذهن,z e h n,ذهن,CANNNNNNOT,z e h n
1307,ذهن,z ɪ h n,ذهن,CANNNNNNOT,z i h n
1308,ذهن,ð i h n,ذهن,CANNNNNNOT,ð i h n
1309,را,ɾ ɒː,را,CANNNNNNOT,r A
1310,رازی,r ɒː z iː,رازی,CANNNNNNOT,r A z i
1311,راسته,ɾ ɑː s t a,راسته,CANNNNNNOT,r A s t a
1312,راسته,ɾ ɒː s t a,راسته,CANNNNNNOT,r A s t a
1313,راسته,ɾ ɒː s t e,راسته,CANNNNNNOT,r A s t e
1314,راسته,ɾ ɔː s t a,راسته,CANNNNNNOT,r A s t a
1315,رایانه,ɾ ɑː j ɑː n a,رایانه,CANNNNNNOT,r A y A n a
1316,رایانه,ɾ ɒː j uː n e,رایانه,CANNNNNNOT,r A y A n e
1317,رایانه,ɾ ɒː j ɒː n a,رایانه,CANNNNNNOT,r A y A n a
1318,رایانه,ɾ ɒː j ɒː n e,رایانه,CANNNNNNOT,r A y A n e
1319,رایانه,ɾ ɔː j ɔː n a,رایانه,CANNNNNNOT,r A y A n a
1320,رباعی,ɾ o b ɒː iː,رباعی,CANNNNNNOT,r o b A i
1321,رباعی,ɾ o b ɒː ʔ iː,رباعی,CANNNNNNOT,r o b A i
1322,رباعی,ɾ u b ɑː ʔ iː,رباعی,CANNNNNNOT,r u b A i
1323,رباعی,ɾ u b ɔː ʔ iː,رباعی,CANNNNNNOT,r u b A i
1324,رباعی,ɾ ʊ b ɒː ʔ iː,رباعی,CANNNNNNOT,r ʊ b A i
1325,رحیم,r æ h iː m,رحیم,CANNNNNNOT,r a h i m
1326,رخ,r o x,رخ,CANNNNNNOT,r o x
1327,رختن,r e x t æ n,رختن,CANNNNNNOT,r e x t a n
1328,رستوران,r e s t o ɾ ɒː n,رستوران,CANNNNNNOT,r e s t o r A n
1329,رستوران‌ها,r e s t o ɾ ɒː n h ɒː,رستورانها,CANNNNNNOT,r e s t o r A n h A
1330,رشت,r o ʃ t,رشت,CANNNNNNOT,r o S t
1331,رشت,r æ ʃ t,رشت,CANNNNNNOT,r a S t
1332,رعد,r æ ʔ d,رعد,CANNNNNNOT,r a d
1333,رغبت,r æ ɣ b æ t,رغبت,CANNNNNNOT,r a q b a t
1334,رفتار,r æ f t ɒː r,رفتار,CANNNNNNOT,r a f t A r
1335,رنده,ɾ a n d a,رنده,CANNNNNNOT,r a n d a
1336,رنده,ɾ æ n d e,رنده,CANNNNNNOT,r a n d e
1337,رنگ,ɾ a n ɡ,رنگ,CANNNNNNOT,r a n ɡ
1338,رنگ,ɾ æ n ɡ,رنگ,CANNNNNNOT,r a n ɡ
1339,ره,r æ h,ره,CANNNNNNOT,r a h
1340,ره,r æː,ره,CANNNNNNOT,r aː
1341,رواج,r æ v ɒː d͡ʒ,رواج,CANNNNNNOT,r a v A j
1342,روادید,r æ v ɒː d̪ iː d̪,روادید,CANNNNNNOT,r a v A d̪ i d̪
1343,روباه,ɾ oː b ɑː h,روباه,CANNNNNNOT,r oː b A h
1344,روباه,ɾ oː b ɒː h,روباه,CANNNNNNOT,r oː b A h
1345,روباه,ɾ uː b ɒː h,روباه,CANNNNNNOT,r A b A h
1346,روباه,ɾ ɵː b ɔː h,روباه,CANNNNNNOT,r ɵː b A h
1347,روح,ɾ uː h,روح,CANNNNNNOT,r A h
1348,روح,ɾ ɵː h,روح,CANNNNNNOT,r ɵː h
1349,روحانی,r o ʊ h ɒː n iː,روحانی,CANNNNNNOT,r o ʊ h A n i
1350,رودابه,ɾ uː d ɒː b e,رودابه,CANNNNNNOT,r A d A b e
1351,رودابه,ɾ uː d ɒː b æ,رودابه,CANNNNNNOT,r A d A b a
1352,رودخانه,ɾ uː d x ɒː n e,رودخانه,CANNNNNNOT,r A d x A n e
1353,روز,ɾ oː z,روز,CANNNNNNOT,r oː z
1354,روز,ɾ uː z,روز,CANNNNNNOT,r A z
1355,روز,ɾ ɵː z,روز,CANNNNNNOT,r ɵː z
1356,روزنامه,ɾ oː z # n ɑː m a,روزنامه,CANNNNNNOT,r oː z  n A m a
1357,روزنامه,ɾ oː z # n ɒː m a,روزنامه,CANNNNNNOT,r oː z  n A m a
1358,روزنامه,ɾ uː z # n uː m e,روزنامه,CANNNNNNOT,r A z  n A m e
1359,روزنامه,ɾ uː z # n ɒː m e,روزنامه,CANNNNNNOT,r A z  n A m e
1360,روزنامه,ɾ ɵː z # n ɔː m a,روزنامه,CANNNNNNOT,r ɵː z  n A m a
1361,روزگار,ɾ oː z ɡ ɒː ɾ,روزگار,CANNNNNNOT,r oː z ɡ A r
1362,روزگار,ɾ uː z e ɡ ɒː ɾ,روزگار,CANNNNNNOT,r A z e ɡ A r
1363,روزگار,ɾ ɵː z ɡ ɔː ɾ,روزگار,CANNNNNNOT,r ɵː z ɡ A r
1364,روستا,ɾ oː s t ɑː,روستا,CANNNNNNOT,r oː s t A
1365,روستا,ɾ oː s t ɒː,روستا,CANNNNNNOT,r oː s t A
1366,روستا,ɾ uː s t ɒː,روستا,CANNNNNNOT,r A s t A
1367,روستا,ɾ ɵː s t ɔː,روستا,CANNNNNNOT,r ɵː s t A
1368,روسیه,ɾ uː s i j e,روسیه,CANNNNNNOT,r A s i y e
1369,روش,ɾ a v i ʃ,روش,CANNNNNNOT,r a v i S
1370,روش,ɾ a w ɪ ʃ,روش,CANNNNNNOT,r a w i S
1371,روش,ɾ æ v e ʃ,روش,CANNNNNNOT,r a v e S
1372,روشن,ɾ a v ʃ a n,روشن,CANNNNNNOT,r a v S a n
1373,روشن,ɾ a w ʃ a n,روشن,CANNNNNNOT,r a w S a n
1374,روشن,ɾ o w ʃ æ n,روشن,CANNNNNNOT,r o w S a n
1375,روشن,ɾ oː ʃ æ n,روشن,CANNNNNNOT,r oː S a n
1376,روشنی,ɾ a v ʃ a n iː,روشنی,CANNNNNNOT,r a v S a n i
1377,روشنی,ɾ a w ʃ a n iː,روشنی,CANNNNNNOT,r a w S a n i
1378,روشنی,ɾ o w ʃ æ n iː,روشنی,CANNNNNNOT,r o w S a n i
1379,روشنی,ɾ oː ʃ e n iː,روشنی,CANNNNNNOT,r oː S e n i
1380,رومی,ɾ oː m iː,رومی,CANNNNNNOT,r oː m i
1381,رومی,ɾ uː m iː,رومی,CANNNNNNOT,r A m i
1382,رومی,ɾ ɵː m iː,رومی,CANNNNNNOT,r ɵː m i
1383,روند,ɾ æ v æ n d,روند,CANNNNNNOT,r a v a n d
1384,ریختن,ɾ e x t a n,ریختن,CANNNNNNOT,r e x t a n
1385,ریختن,ɾ eː x t a n,ریختن,CANNNNNNOT,r eː x t a n
1386,ریختن,ɾ iː x t æ n,ریختن,CANNNNNNOT,r i x t a n
1387,ریدک,r e j d æ k,ریدک,CANNNNNNOT,r e y d a k
1388,ریدک,r eː d æ k,ریدک,CANNNNNNOT,r eː d a k
1389,ریدک,r iː d æ k,ریدک,CANNNNNNOT,r i d a k
1390,ریدک,r æ j d æ k,ریدک,CANNNNNNOT,r a y d a k
1391,ریز,ɾ e z,ریز,CANNNNNNOT,r e z
1392,ریز,ɾ eː z,ریز,CANNNNNNOT,r eː z
1393,ریز,ɾ iː z,ریز,CANNNNNNOT,r i z
1394,ریش,ɾ e ʃ,ریش,CANNNNNNOT,r e S
1395,ریش,ɾ eː ʃ,ریش,CANNNNNNOT,r eː S
1396,ریش,ɾ iː ʃ,ریش,CANNNNNNOT,r i S
1397,ریشه,ɾ e ʃ a,ریشه,CANNNNNNOT,r e S a
1398,ریشه,ɾ eː ʃ a,ریشه,CANNNNNNOT,r eː S a
1399,ریشه,ɾ iː ʃ e,ریشه,CANNNNNNOT,r i S e
1400,ریگ,ɾ e ɡ,ریگ,CANNNNNNOT,r e ɡ
1401,ریگ,ɾ eː ɡ,ریگ,CANNNNNNOT,r eː ɡ
1402,ریگ,ɾ iː ɡ,ریگ,CANNNNNNOT,r i ɡ
1403,ریگستان,ɾ e ɡ i s t ɔː n,ریگستان,CANNNNNNOT,r e ɡ i s t A n
1404,ریگستان,ɾ eː ɡ i s t ɑː n,ریگستان,CANNNNNNOT,r eː ɡ i s t A n
1405,ریگستان,ɾ eː ɡ ɪ s t ɒː n,ریگستان,CANNNNNNOT,r eː ɡ i s t A n
1406,ریگستان,ɾ iː ɡ e s t uː n,ریگستان,CANNNNNNOT,r i ɡ e s t A n
1407,ریگستان,ɾ iː ɡ e s t ɒː n,ریگستان,CANNNNNNOT,r i ɡ e s t A n
1408,زئوس,z e uː s,زئوس,CANNNNNNOT,z e A s
1409,زاده,z ɑː d a,زاده,CANNNNNNOT,z A d a
1410,زاده,z ɒː d a,زاده,CANNNNNNOT,z A d a
1411,زاده,z ɒː d e,زاده,CANNNNNNOT,z A d e
1412,زاده,z ɔː d a,زاده,CANNNNNNOT,z A d a
1413,زال,z ɒː l,زال,CANNNNNNOT,z A l
1414,زبان,z a b ɑː n,زبان,CANNNNNNOT,z a b A n
1415,زبان,z a b ɒː n,زبان,CANNNNNNOT,z a b A n
1416,زبان,z a b ɔː n,زبان,CANNNNNNOT,z a b A n
1417,زبان,z æ b ɒː n,زبان,CANNNNNNOT,z a b A n
1418,زبان,z ɒː b uː n,زبان,CANNNNNNOT,z A b A n
1419,زبان‌ها,z æ b ɒː n h ɒː,زبانها,CANNNNNNOT,z a b A n h A
1420,زراوند,z a ɾ ɑː v a n d,زراوند,CANNNNNNOT,z a r A v a n d
1421,زراوند,z a ɾ ɒː w a n d,زراوند,CANNNNNNOT,z a r A w a n d
1422,زراوند,z a ɾ ɔː v a n d,زراوند,CANNNNNNOT,z a r A v a n d
1423,زراوند,z æ ɾ ɒː v æ n d,زراوند,CANNNNNNOT,z a r A v a n d
1424,زراوند,z ɒː ɾ ɒː v æ n d,زراوند,CANNNNNNOT,z A r A v a n d
1425,زرشک,z e ɾ e ʃ k,زرشک,CANNNNNNOT,z e r e S k
1426,زرشکی,z e ɾ e ʃ k iː,زرشکی,CANNNNNNOT,z e r e S k i
1427,زرناپا,z u r n ɒː p ɒː,زرناپا,CANNNNNNOT,z u r n A p A
1428,زره,z e ɾ e h,زره,CANNNNNNOT,z e r e h
1429,زره,z i ɾ e h,زره,CANNNNNNOT,z i r e h
1430,زره,z i ɾ i h,زره,CANNNNNNOT,z i r i h
1431,زره,z ɪ ɾ ɪ h,زره,CANNNNNNOT,z i r i h
1432,زشت,z e ʃ t,زشت,CANNNNNNOT,z e S t
1433,زشت,z i ʃ t,زشت,CANNNNNNOT,z i S t
1434,زشت,z ɪ ʃ t,زشت,CANNNNNNOT,z i S t
1435,زشتی,z e ʃ t iː,زشتی,CANNNNNNOT,z e S t i
1436,زمان,z a m ɑː n,زمان,CANNNNNNOT,z a m A n
1437,زمان,z a m ɒː n,زمان,CANNNNNNOT,z a m A n
1438,زمان,z a m ɔː n,زمان,CANNNNNNOT,z a m A n
1439,زمان,z æ m ɒː n,زمان,CANNNNNNOT,z a m A n
1440,زمان,z ɒː m uː n,زمان,CANNNNNNOT,z A m A n
1441,زمستان,z e m e s t uː n,زمستان,CANNNNNNOT,z e m e s t A n
1442,زمستان,z e m e s t ɒː n,زمستان,CANNNNNNOT,z e m e s t A n
1443,زمستان,z i m i s t ɑː n,زمستان,CANNNNNNOT,z i m i s t A n
1444,زمستان,z i m i s t ɔː n,زمستان,CANNNNNNOT,z i m i s t A n
1445,زمستان,z ɪ m ɪ s t ɒː n,زمستان,CANNNNNNOT,z i m i s t A n
1446,زمی,z m iː,زمی,CANNNNNNOT,z m i
1447,زمی,z æ m iː,زمی,CANNNNNNOT,z a m i
1448,زمین,z a m i n,زمین,CANNNNNNOT,z a m i n
1449,زمین,z a m iː n,زمین,CANNNNNNOT,z a m i n
1450,زمین,z e m iː n,زمین,CANNNNNNOT,z e m i n
1451,زمین,z æ m iː n,زمین,CANNNNNNOT,z a m i n
1452,زمین‌شناسی,z æ m iː n ʃ e n ɒː s iː,زمینشناسی,CANNNNNNOT,z a m i n S e n A s i
1453,زنانه,z a n ɑː n a,زنانه,CANNNNNNOT,z a n A n a
1454,زنانه,z a n ɒː n a,زنانه,CANNNNNNOT,z a n A n a
1455,زنانه,z a n ɔː n a,زنانه,CANNNNNNOT,z a n A n a
1456,زنانه,z æ n ɒː n e,زنانه,CANNNNNNOT,z a n A n e
1457,زنانه,z ɒː n uː n e,زنانه,CANNNNNNOT,z A n A n e
1458,زنانگی,z a n ɑː n a # ɡ iː,زنانگی,CANNNNNNOT,z a n A n a  ɡ i
1459,زنانگی,z a n ɒː n a # ɡ iː,زنانگی,CANNNNNNOT,z a n A n a  ɡ i
1460,زنانگی,z a n ɔː n a # ɡ iː,زنانگی,CANNNNNNOT,z a n A n a  ɡ i
1461,زنانگی,z æ n ɒː n e # ɡ iː,زنانگی,CANNNNNNOT,z a n A n e  ɡ i
1462,زنانگی,z ɒː n uː n e # ɡ iː,زنانگی,CANNNNNNOT,z A n A n e  ɡ i
1463,زنبق,z æ n b æ q,زنبق,CANNNNNNOT,z a n b a q
1464,زنبور,z a m b u ɾ,زنبور,CANNNNNNOT,z a m b u r
1465,زنبور,z a m b uː ɾ,زنبور,CANNNNNNOT,z a m b A r
1466,زنبور,z æ m b uː ɾ,زنبور,CANNNNNNOT,z a m b A r
1467,زندان,z e n d uː n,زندان,CANNNNNNOT,z e n d A n
1468,زندان,z e n d ɒː n,زندان,CANNNNNNOT,z e n d A n
1469,زندان,z i n d ɑː n,زندان,CANNNNNNOT,z i n d A n
1470,زندان,z i n d ɔː n,زندان,CANNNNNNOT,z i n d A n
1471,زندان,z ɪ n d ɒː n,زندان,CANNNNNNOT,z i n d A n
1472,زنده,z e n d e,زنده,CANNNNNNOT,z e n d e
1473,زنده,z i n d a,زنده,CANNNNNNOT,z i n d a
1474,زنده,z ɪ n d a,زنده,CANNNNNNOT,z i n d a
1475,زندگی,z e n d e # ɡ iː,زندگی,CANNNNNNOT,z e n d e  ɡ i
1476,زندگی,z i n d a # ɡ iː,زندگی,CANNNNNNOT,z i n d a  ɡ i
1477,زندگی,z ɪ n d a # ɡ iː,زندگی,CANNNNNNOT,z i n d a  ɡ i
1478,زور,z a v ɾ,زور,CANNNNNNOT,z a v r
1479,زور,z a w ɾ,زور,CANNNNNNOT,z a w r
1480,زور,z o w ɾ,زور,CANNNNNNOT,z o w r
1481,زور,z oː ɾ,زور,CANNNNNNOT,z oː r
1482,زور,z uː ɾ,زور,CANNNNNNOT,z A r
1483,زور,z ɵː ɾ,زور,CANNNNNNOT,z ɵː r
1484,زورق,z o w ɾ a q,زورق,CANNNNNNOT,z o w r a q
1485,زورق,z o w ɾ æ ɣ,زورق,CANNNNNNOT,z o w r a q
1486,زورمند,z oː ɾ m a n d,زورمند,CANNNNNNOT,z oː r m a n d
1487,زورمند,z uː ɾ m æ n d,زورمند,CANNNNNNOT,z A r m a n d
1488,زورمند,z ɵː ɾ m a n d,زورمند,CANNNNNNOT,z ɵː r m a n d
1489,زوو,z v oː,زوو,CANNNNNNOT,z v oː
1490,زگیل,z e ɡ iː l,زگیل,CANNNNNNOT,z e ɡ i l
1491,زیاد,z iː j ɒː d,زیاد,CANNNNNNOT,z i y A d
